RAdeg,DEdeg,Vmag
357.5530965,-34.45170451,8.91
312.65422764,18.05125622,6.63
28.10908221,-38.74525743,8.02
315.7731291,-19.32058937,8.55
241.00909183,-47.47608227,9.34
58.2010475,26.36626957,10.44
132.44175177,13.95424877,9.32
292.41943501,26.01333819,10.84
260.58782043,-52.88238967,9.26
274.40270053,7.1524081,8.32
21.90651305,-48.5030207,8.42
49.2294106,-31.35211781,7.15
260.21095438,-45.42073725,7.26
141.02214092,18.18523093,8.89
349.38047722,55.08921385,8.37
225.01515737,44.58634245,6.91
120.85082577,21.85030261,10.24
73.24665553,11.26396236,10.0
3.81027616,-30.93505699,9.4
359.60389559,-50.90898033,9.09
127.36684317,34.12851815,8.89
286.4215809,-15.66039343,5.93
336.25203229,-30.72072429,9.62
50.38927921,-47.77662913,6.4
192.01693147,3.45534062,7.96
320.41555688,-4.48662365,7.76
97.78893111,9.93982337,7.85
151.94026882,-7.63073464,6.63
218.08997464,31.63515406,9.89
296.95878368,-0.06367773,8.1
99.46182951,-70.93333845,8.71
131.9001304,23.09006491,9.4
282.99182485,-83.31630912,7.17
89.58501134,-10.87474415,8.07
11.25627971,-7.89488136,10.91
208.64824239,-55.07179716,7.18
95.07113874,-10.88210816,7.22
175.4788658,-44.10349027,7.89
52.95433039,49.40109538,6.41
313.95752483,47.41766542,5.68
167.92505031,26.83197097,7.98
6.0262164,50.89330623,8.85
84.45094052,2.74639068,9.17
198.68496648,-63.5810553,6.87
321.05586071,-19.7934433,9.12
107.46745475,-16.23472715,6.62
52.39584209,-23.47581001,6.88
347.47955881,11.74526612,8.85
36.84609143,53.50007525,8.62
1.74821471,65.53871712,10.41
233.64219911,-65.10307699,8.59
300.58867993,19.72380903,8.5
51.21808829,-50.95178313,10.69
77.28544442,-14.73221111,8.1
94.83553267,-27.10148636,11.21
352.6696332,5.24645923,8.33
141.66850132,43.01269647,8.94
226.24292616,24.48502707,10.48
209.73272242,-33.13689405,9.65
162.67339504,-25.52258882,8.64
286.13755351,45.92162799,7.16
96.67773299,-14.60340061,6.32
45.02380148,39.19030349,9.55
126.99760675,-35.11378822,5.75
173.09647751,-36.32332371,8.1
217.87565837,-26.59752018,8.88
255.05563671,49.47174104,8.34
202.10922186,-60.38625891,8.81
220.23784359,9.35481622,8.71
164.33424913,-69.03806214,6.48
281.66428606,-39.73086024,6.88
170.77140916,-28.89696884,7.52
42.99099642,11.30668828,8.38
201.06239637,-25.12889331,7.54
33.76084727,55.79322857,8.4
178.09242746,58.37933188,9.2
328.72657325,32.33874311,7.09
353.2424506,-37.81835895,4.38
294.85556676,16.57113626,6.37
243.35811292,11.4180357,8.26
70.33223225,28.61506693,5.73
251.8448075,69.09878088,7.49
220.70461691,-45.59754051,8.13
32.38759247,22.00973476,8.84
107.74896153,-67.96136992,7.17
348.78116771,74.89065528,9.01
293.37280317,78.05911735,8.34
28.67144612,78.19656306,6.67
185.93954832,-36.8749043,9.31
128.16167783,-68.86446799,8.32
114.12889995,16.07596514,8.28
316.64406359,-49.96329984,9.09
345.42578112,-51.46815737,8.17
352.72845792,7.99693811,8.1
327.73512597,-20.18881758,7.75
287.78382156,29.19731303,10.48
208.22105723,53.75117892,8.36
289.2438721,13.11922085,8.7
81.56351913,-59.19242439,8.81
190.61849545,-51.81101908,9.79
306.46736135,8.98395565,8.8
78.91166823,-52.18223022,6.48
138.42436456,62.76744618,8.15
227.55657102,-16.45431147,9.44
241.50501407,-8.77042083,7.89
165.44258911,6.867797,9.57
229.13032006,-55.61081079,8.12
67.7476476,-39.1791906,9.2
124.4374508,-61.46667237,8.66
90.88447829,8.58965506,7.72
113.83813512,26.60230277,8.17
243.46444026,40.34905109,7.98
163.69003988,72.45226961,9.32
342.24986096,46.78767084,10.64
236.00769128,2.51552506,5.86
4.98795992,1.58254462,7.62
43.56055421,-22.951384,8.45
240.15987054,-73.60858409,8.22
62.41766247,-66.04685993,8.48
136.55242521,15.86235765,7.41
79.87993331,-25.1241195,6.94
333.82086317,-70.65288564,6.88
319.48594855,17.6282133,7.85
226.11685576,-8.04689217,7.31
317.42472207,-12.63182881,9.28
270.91221434,-39.40527428,8.03
305.10914384,-6.36151378,6.63
127.84111183,-6.03369607,11.19
238.15013,-67.63956517,7.0
196.25289165,-51.04123018,7.7
124.96845651,7.60843448,9.66
275.22301526,62.95522846,8.88
102.67394035,30.32902606,10.14
234.56813116,-9.5742528,9.69
156.23274206,-3.5188683,8.49
338.1696001,-65.43536476,9.05
258.24028712,35.16462204,7.68
58.08591724,-34.35831679,8.87
192.57501399,35.72582415,8.31
339.16233278,-48.30604716,6.65
107.40743197,60.79220478,6.64
130.3640959,6.82414708,9.06
200.56787422,-52.18295165,5.81
203.4573091,3.13195492,8.63
85.71318515,35.37922856,8.52
88.72722886,-0.21833551,9.22
256.43255714,54.32840941,9.65
55.51025245,54.92077089,9.25
272.30073905,-22.18351254,8.88
186.88105147,-66.94814081,8.94
274.10825155,-59.40281518,8.22
104.98006591,-10.27276893,9.55
189.7962725,83.64407107,7.33
91.94111975,38.12972025,10.06
39.77270624,-27.8216197,7.12
294.04853837,12.16163891,6.72
313.2969673,15.43187729,8.86
212.03518324,-42.99285657,9.65
141.57717755,-12.53747117,8.49
266.8808343,-20.83731102,7.19
128.52466384,3.47959547,8.93
295.14323829,-58.46982756,8.58
83.52089854,-11.35968309,8.77
208.99373821,-39.40968915,7.19
288.32398357,14.94269234,7.27
50.79709916,21.56801288,9.28
60.66025991,-0.80102081,6.93
191.76490006,81.70351646,9.04
150.52110349,-15.02905526,7.59
204.93594936,-29.14079054,10.34
1.23366004,23.26964739,7.82
141.66624823,-43.12810993,9.12
61.8276183,-28.69004406,9.08
330.68475125,42.81450988,7.22
192.0743582,-32.32471091,7.41
313.07819569,-4.70259217,8.11
67.61600712,36.10927326,8.44
356.0468594,-40.68589138,7.48
40.92118289,21.14716003,7.8
82.36407036,-0.04223476,7.98
121.21800232,23.61387195,8.36
259.48183277,-62.70279891,7.62
22.66314837,25.91482241,7.25
173.60049845,44.01845416,10.0
206.80221289,-23.47527151,8.93
356.00438262,-45.08312786,6.08
102.70066608,-10.6771536,8.96
338.65141842,48.75622277,7.75
173.92643343,-61.28787407,6.23
334.83917725,-46.68574732,7.93
120.45521334,-28.40788691,8.46
263.20892545,19.08628627,7.59
138.21378123,-31.82340528,8.63
354.44874291,66.00897616,9.72
241.53915827,-38.03833161,8.03
280.59385484,-47.7608914,6.6
119.71792203,-1.61550443,8.92
1.21827175,51.98257157,9.21
290.03746516,27.91007396,7.8
218.13564141,-18.82266834,8.67
25.40857754,-40.4040951,9.14
7.71114628,81.3751145,8.15
236.23784915,-5.12992432,9.97
70.96634086,-7.03895415,9.27
117.48681319,-42.14575989,8.18
261.62866503,4.14034239,4.34
52.00395041,-11.28648689,5.74
174.11825115,-61.6651452,7.13
198.13361096,-34.74738803,7.76
183.35831031,10.26236039,5.85
85.35470981,-42.27334055,8.6
344.29061609,-19.55358541,7.97
325.81805788,38.01750944,7.67
342.04813467,-38.04751571,9.23
235.08933806,43.84621826,7.16
100.63389735,-34.36110822,8.14
73.34188862,1.52861479,9.18
221.8024686,-52.20524925,6.07
194.85743885,-29.47695727,8.73
339.22480968,7.7823506,7.64
204.2960597,71.2422665,5.5
65.1080825,-21.33600618,7.98
298.0787326,4.28581338,8.48
276.65738559,-31.7676152,9.24
275.21692548,3.37714467,4.85
25.95010483,74.6045468,6.59
35.73129857,66.84395306,8.23
254.66115133,59.79764614,9.15
219.06501303,23.98403143,7.65
194.78847421,7.90075006,7.87
158.53040438,12.37444471,7.87
113.91541745,-52.53380809,4.93
274.14736056,-20.54446476,6.89
22.88574548,-43.84654868,8.19
234.67334088,-45.70873228,6.97
180.56359917,-52.52977322,7.47
278.47286565,-24.03226534,5.49
144.51344903,-54.21912609,6.88
26.55793181,6.53615326,8.77
283.10324067,26.74556201,7.96
200.93596493,-14.04501726,11.78
329.86541649,-17.99562812,8.06
54.93816584,56.38304102,6.53
8.54482241,10.29958061,6.76
41.48191607,-66.31778098,9.18
306.94222318,-5.65421065,6.98
194.62901146,-12.51332303,7.76
224.1830971,13.14943788,8.11
128.41129548,-42.63313068,8.55
130.72578134,16.44987836,7.8
149.24489452,-34.82565901,7.4
254.63922493,-9.726112,8.77
314.36418446,18.29679779,8.79
259.80212875,-59.69459145,5.93
300.73144804,45.98691863,8.35
188.22533792,-16.66003959,7.46
234.36817651,7.52788596,9.31
151.10027838,50.16346114,9.37
300.14747226,-72.91018443,3.97
277.60028918,-24.06328681,8.32
243.91675424,-52.37027418,8.79
265.18725652,4.15099903,7.62
326.29265862,-0.50790402,11.19
8.77017154,77.50089827,8.31
194.42869453,52.38065213,9.55
120.97189284,-68.9368737,6.84
142.96544598,-5.07998417,7.68
334.91054121,-0.59785613,9.0
116.85612954,30.0974751,8.34
39.55021044,-41.90442097,7.23
259.03974437,-61.18555443,8.94
164.48302782,8.15900654,10.81
213.6858296,61.36589023,10.0
4.92339505,-30.65862054,9.14
251.41227631,-25.69680964,9.32
272.86223249,-5.20499574,6.74
56.52808017,27.34623421,9.61
178.88500768,-54.14106983,9.57
268.97090498,-2.77258341,9.1
42.00199304,29.04485665,8.92
275.35879156,18.17380522,10.29
105.7081547,-20.32429415,9.45
264.05354313,-30.54179188,8.93
149.74183108,-48.49017406,8.01
332.81691222,68.85633754,8.18
167.0778937,82.74312035,8.26
251.70926245,39.10508091,8.72
181.19357187,-1.1602627,8.61
58.33818044,23.12359814,8.29
46.83102771,8.3956395,9.04
167.07058839,-1.90309069,6.66
347.24475838,62.81559043,7.43
345.55095062,12.53685487,8.86
151.15738731,-11.72964083,8.15
106.98196094,-48.91713952,8.86
56.79409281,51.70657022,6.9
45.67861252,-49.8648801,8.5
354.44081469,46.0790731,8.55
145.12854585,-71.80459713,8.91
150.13175734,15.86431101,7.74
142.0260945,-10.02459388,7.26
328.04645652,-85.83656586,7.7
329.93954481,-10.31307232,7.91
357.39275077,4.89363465,7.99
93.22540896,13.14460855,9.13
21.27487917,54.39072356,9.29
225.92302849,-66.17533805,8.18
292.10913964,24.99542948,7.14
54.97752834,55.87895597,8.41
168.29297305,0.23931283,10.29
99.28047394,-52.3471511,7.72
318.41459624,-9.62830061,9.32
3.22974594,-3.3815183,7.37
38.5143969,-40.69426596,10.72
266.15454688,-8.77464142,9.51
296.84975147,-1.80799452,8.22
272.03385995,25.17511613,7.86
126.90271156,-53.08853976,5.08
326.21587218,-42.28562022,8.77
172.15561728,-45.14090418,7.76
247.06483024,69.74692471,8.86
342.70126749,64.34906643,9.8
329.80786694,41.95909472,8.55
136.63368237,-7.25455445,8.62
49.25235922,-63.3307802,7.6
97.87989184,61.35002102,7.67
356.81642211,-11.91089898,5.74
224.72080247,-4.98899499,6.08
247.18575869,-17.47750773,9.08
103.54961627,-62.46333607,8.34
287.8464799,40.42915794,6.2
256.94448562,27.13783573,7.99
317.3943561,-21.04597539,8.39
146.22138284,-27.36463789,8.6
292.24052504,15.24324807,8.17
122.94957432,66.01712966,8.55
200.68765779,-19.46925387,9.88
21.84042787,6.9624489,8.29
77.22966005,-2.52131594,8.63
208.94017864,63.14970407,7.97
200.03380124,-59.44102985,9.55
94.46278484,35.32808572,9.12
195.77233515,-71.47572327,5.93
217.80455777,-34.68109124,7.77
195.17589331,-54.14398917,9.3
310.97658489,-68.56876383,9.12
240.00412292,22.99606762,7.81
209.60474517,-58.73837813,9.8
121.8168054,-17.36880923,6.5
8.95289342,49.02115007,6.89
93.82379533,-18.47701325,5.99
315.98395836,18.7350475,7.9
105.77029834,38.14286624,9.46
214.413304,-20.75596604,10.27
145.71203497,-22.9655427,7.92
183.66128464,-6.68203256,9.07
356.57841908,11.13184245,8.19
194.74051915,-21.54668947,6.62
168.52671705,20.52403384,2.56
121.70910926,-47.56050623,8.01
295.02306697,25.0915074,9.16
87.99630779,-11.35559621,8.65
214.38916202,-26.95849967,7.26
156.05496694,-27.42599134,8.5
192.79990221,-69.64520631,7.24
272.63138418,54.2859522,5.97
40.02363875,-13.58270225,10.8
281.34044922,36.56725424,7.03
200.53436822,-12.57953334,6.88
221.0739158,-24.12875386,6.82
227.63568358,48.00087401,9.11
114.5035554,12.80146606,8.98
231.08754519,-5.09876303,8.73
313.08779456,15.10627716,8.72
326.54004657,-45.15483601,8.98
221.68264165,-45.40195881,10.15
84.40915263,23.14746562,9.05
208.58696646,-35.39715584,8.61
258.54826795,29.56942746,8.41
257.84281131,-57.95559357,8.89
285.49509872,-56.97173862,8.32
20.82289812,-33.48283863,9.2
93.7179358,-0.41511227,8.3
192.52204376,-7.63222915,6.99
199.8291397,-72.03547781,6.04
291.58824561,59.42827458,8.04
259.5206342,3.1469806,6.87
199.52291418,-60.39728085,7.49
266.09985237,-22.19490506,6.58
233.89073323,-51.59621305,8.85
193.84128248,-4.50430311,7.25
162.92836514,-3.6597915,9.16
99.92777365,-30.47002424,5.7
31.63214628,26.83763203,8.69
263.97363425,38.01230174,8.59
122.88434311,7.21424498,9.08
185.71434878,-33.99468193,8.15
124.87288144,-11.88294011,7.66
176.3181259,43.21035296,8.09
338.42996167,43.48534399,8.06
7.68917654,57.06505408,7.72
122.50379074,17.01651233,7.34
321.75459593,-31.93899769,8.8
19.42844919,-18.74619636,9.74
121.2687908,13.11837053,5.14
193.98808228,-56.83580429,5.34
38.03678892,50.21705747,7.72
235.89679044,8.62054576,8.34
33.38962584,53.05859199,6.5
11.44801857,-30.66389145,8.83
244.75180357,-14.87282262,5.97
140.63425039,49.54483875,6.94
81.91469745,-60.41576917,6.99
273.1187577,-15.37324297,8.05
119.63653108,-36.63457085,8.32
227.18847777,-61.63375393,6.82
247.46296261,5.97077586,6.9
295.99478649,-40.4365911,9.43
118.00406884,-41.78681972,7.87
169.21052671,-53.50277877,9.56
137.92291669,-46.23429434,9.4
265.71178982,43.16402862,11.0
325.5169816,-30.59409703,10.52
194.52629837,17.7683119,7.87
242.2404838,-36.93829341,9.31
260.79922299,-51.02438246,10.53
25.7131287,-44.88497087,9.09
95.29423157,-19.2524831,9.68
115.88498187,-28.41095714,4.63
238.98014737,-50.95655048,9.94
98.41440102,-54.1172347,8.23
56.93498652,14.36015151,8.74
132.00112657,52.12601578,9.29
238.34557097,-62.60654867,6.22
322.40081536,17.642376,10.33
141.0517025,11.87404688,10.88
84.90053092,6.88249518,8.43
138.19270388,64.73818784,9.05
109.52283401,34.95175606,8.1
150.87534565,53.33531241,7.59
77.39776145,17.90745976,9.83
351.76505838,37.97986124,8.76
11.54605612,-22.24147318,9.01
152.21812843,-32.87184084,8.71
214.89889842,34.58506311,10.23
345.52628821,37.47708836,8.05
194.64968815,-6.94836138,7.76
335.89173199,45.34998125,7.07
313.98646062,63.08572325,9.63
274.53083507,43.56968234,9.03
330.85324945,5.4406999,7.31
317.8103622,-16.39334842,9.61
233.51444047,-14.22948923,7.25
183.55847341,33.45014458,8.04
178.78184908,0.97368164,11.47
52.35359274,-5.55471339,9.6
118.62199178,47.38597337,6.25
225.00909757,-1.87227193,8.96
69.41248752,49.86035991,9.1
28.59832467,77.347274,10.96
54.50294779,-38.7740458,8.61
178.53183285,24.69026266,10.1
50.8237481,-7.79356443,6.2
177.06685467,-48.92523279,8.99
260.11109649,-57.24809701,7.41
7.32196501,80.91340034,11.37
189.31152057,-42.78912323,9.1
164.57828288,13.27832611,8.51
193.73768452,45.10884458,9.4
238.30078139,13.19799059,6.07
31.82489917,-53.19898114,8.64
280.97656881,47.61630344,6.68
29.60329285,-76.33981418,9.95
69.14464995,19.76003759,7.32
225.50718381,-30.12019664,10.61
15.73924598,-9.86127874,8.52
183.02622144,-55.35734499,9.36
232.70306064,17.43992905,8.99
250.81815156,-18.45828768,8.97
287.93132893,17.88361216,8.2
268.40203302,61.04380521,7.88
95.02271046,-23.10531999,7.92
296.87665702,56.91113362,7.04
323.72080115,-29.69608094,6.42
342.57862224,-36.29440471,8.96
311.43819922,22.92096096,7.7
65.43946359,50.03518808,7.11
15.4735136,-14.13105117,8.6
115.83712236,32.66538684,9.36
316.61246733,32.45780258,10.12
336.83837821,-58.00064067,6.87
342.13832136,-51.31670354,3.49
169.87583773,-74.00558668,8.53
27.13877382,16.30608748,8.5
350.28262639,-46.11184761,10.12
219.33476297,49.99411882,9.76
236.59399773,13.72075878,7.93
71.13684171,38.74950649,8.72
40.69794042,62.67382264,8.99
51.65506637,64.24916947,9.47
214.6313932,46.08936839,8.58
49.92243602,47.9352469,9.64
254.82722193,-16.90256929,8.59
145.67966736,48.43105765,6.36
149.78926713,-67.39891255,9.55
339.3492444,20.65669508,10.0
298.21020283,-23.15590384,7.8
173.63715034,-35.16990743,9.13
254.45925516,-39.11573382,6.59
163.76819684,-0.80527719,10.07
147.82804353,40.19822608,9.33
38.64838873,10.7648597,10.64
6.69866816,-22.9491911,10.68
15.62638146,79.40331221,8.37
338.61875544,-76.03867133,9.21
198.39644458,-63.10273883,8.44
302.56622989,-47.33187288,8.79
324.71336386,64.76963154,10.06
216.72091798,-53.93969364,8.3
64.8193549,-44.26783026,5.33
147.71089377,-38.84204006,8.11
266.5228569,-36.65898922,8.46
88.49485735,-14.38041405,11.46
329.25127525,2.75957204,8.78
93.75155641,70.66778576,7.72
177.56605396,-19.60512003,8.14
314.77240693,-13.21571575,8.57
345.16291132,-65.66461661,8.71
66.47107266,47.05847509,7.84
231.95131661,-25.16945975,7.49
314.84642441,36.42883225,8.0
310.49805076,-54.00627671,11.71
146.22122062,-47.48038705,7.8
261.10001482,49.52443672,8.09
305.16347598,16.01544669,7.95
12.68775202,-14.83728926,9.12
54.96794303,55.75828458,8.75
359.59280405,-20.31865255,8.86
102.81199722,15.07658083,7.29
124.8332696,48.12619994,9.38
107.38884865,-28.44462122,8.26
278.76902586,-66.17563901,9.04
112.06781053,4.042163,8.77
4.76222657,53.29820057,8.96
118.38844211,-63.76989312,8.98
49.41715145,31.12718548,6.4
140.29402018,25.16356945,7.26
223.19459937,31.20550193,8.76
354.28682841,14.77999974,7.98
205.43954893,-80.57616136,9.28
251.65544868,-35.79435824,9.04
153.44155122,-63.89994979,8.76
149.39055033,16.45909665,7.29
132.26404714,-43.76122942,7.33
265.45433567,-50.72429568,8.33
57.88150396,42.61793235,8.31
12.76573707,17.37128694,9.99
217.94609122,-44.80668197,7.16
235.1615786,-32.23868391,9.42
222.43458993,3.87083095,7.36
4.15588905,-21.60054162,9.74
284.6249526,-35.88890582,8.87
221.37268727,54.95144111,8.66
75.27509403,3.71733923,7.25
62.41477034,76.9943634,8.82
305.29445232,27.51717219,8.64
297.73398998,68.87320768,9.78
210.63761757,67.09862009,8.61
336.80976708,29.47008994,9.71
105.97676153,-50.66133954,7.19
310.4228918,11.56620879,7.49
176.21852155,-73.15055091,6.96
16.01564833,50.07114879,9.35
28.2621845,-33.31315124,8.2
242.36119623,11.57421532,7.45
286.94730064,-15.12197852,8.67
87.61393079,-43.70014321,8.71
357.99095935,2.93041943,5.59
244.81862397,16.42664769,8.97
227.54105108,-36.55758378,8.65
98.15767232,-6.48849089,8.6
125.9668589,32.29351381,7.72
210.79766567,-39.70275227,8.0
197.48755015,-5.53892987,4.38
305.16954868,-26.14887236,7.89
112.53120164,39.32220226,8.63
128.27101296,-23.62494193,9.07
286.17055765,-21.74135451,3.76
311.66577243,-33.6040811,9.01
162.79144801,53.86568156,8.92
200.82877172,-4.92438824,5.88
333.83334215,62.3120572,8.91
191.37791991,53.38993586,9.54
229.86146717,-19.16916593,8.05
46.96751473,23.68804754,7.97
73.4572069,-17.7718526,10.9
62.59008263,12.07739896,8.11
217.46474416,-63.28922598,9.43
251.34982973,36.85086552,9.95
156.2583918,9.9823552,8.19
226.07201548,-11.02475543,8.21
110.63568771,-39.11736869,8.87
246.40240032,-32.07662186,7.4
316.22218578,-63.50702486,8.46
327.03454401,45.80430625,7.66
242.02131472,-58.97068562,6.74
85.84167554,21.41603924,8.35
125.16203304,-77.4845764,4.34
313.46588477,-55.58735934,8.23
44.9919201,26.88868233,8.47
7.80092777,-41.88160437,9.27
52.24417899,-63.96172068,8.15
165.85457328,40.30629565,9.24
319.79051288,2.08763579,8.69
115.56386831,-52.77082866,8.86
2.28568036,-50.16678657,7.05
275.23207386,-61.84082466,9.72
187.45781814,69.7052463,8.98
172.91429673,30.97266799,8.05
67.88840901,77.78695152,9.28
5.92955787,29.40105284,9.71
209.2433917,-41.89060761,8.52
285.09225701,37.99578201,7.82
348.98645417,-6.88723934,8.74
250.75687368,-39.50923707,8.15
161.6547559,-43.19253898,6.29
101.36608197,-7.13618022,8.44
26.33531596,35.71247762,7.51
82.08054534,21.44368357,8.67
89.63948482,-32.78122735,9.35
16.03718361,-34.4504739,9.33
277.06349421,44.13097898,8.41
17.53084893,-36.54436113,8.12
178.2986707,42.48842316,9.85
190.89414219,-72.44767239,8.78
130.94253032,-71.82602234,8.28
66.41809821,-39.83600911,8.18
312.10972047,45.45209803,7.66
41.85036825,19.8442265,9.09
164.03569939,-21.11036497,9.0
60.95378008,-61.05627042,10.69
219.32671018,4.34909374,10.59
277.79023908,25.16327512,7.81
97.19268426,36.48051961,7.15
349.57860906,44.57281955,9.65
127.13440405,-39.09252643,8.28
164.58967116,59.28164215,8.16
154.77856946,-15.32594956,8.66
296.2467733,51.59475779,10.35
32.28888091,-43.51647088,5.84
122.4298316,-47.9372165,5.23
267.0468906,-34.5819395,7.78
135.86310725,37.84138814,7.04
184.03491194,25.76039686,8.09
293.49850799,15.37441554,8.48
224.86661453,20.37113116,8.56
337.11134172,21.3946012,8.43
103.81613054,-70.48911423,7.07
296.75158713,-26.49046767,7.68
1.89656955,31.66904954,6.87
166.57573102,-37.04849256,9.74
208.60586121,25.20600483,9.17
63.19759094,10.60715111,9.21
238.21699367,-37.39851211,7.74
330.87517066,-5.69265859,7.62
147.14142195,-35.82304194,8.98
135.15853383,-21.21594048,7.11
101.83030167,18.32283341,7.31
94.0577907,5.1141713,7.16
3.89046564,50.0503137,7.45
82.10730741,0.0203603,6.66
80.939426,68.68796335,10.99
115.34051593,-44.63217873,6.41
192.57179055,22.86356935,6.43
345.91263048,31.08795215,8.78
142.56736029,-52.25366428,10.02
154.98597381,-8.69887848,10.74
27.86057251,-45.47109888,7.06
4.3671894,-65.66134075,9.26
324.20312178,-33.04789185,6.1
247.86868657,-44.92883092,10.31
236.71236166,-58.12513844,6.83
260.1037252,16.09919209,7.74
98.25103,-26.77934135,10.06
270.49026736,47.88510694,7.3
340.64992371,74.33121627,7.84
118.30677306,-34.93854086,6.64
316.19170965,-55.33580458,9.64
115.60392674,-13.84847682,8.28
20.49281613,12.60417535,6.97
271.85940921,-29.47581559,8.26
205.72636633,-2.46841028,7.85
140.97752607,1.42586871,7.62
118.74186861,30.85839253,10.16
251.50613304,-35.63909348,9.2
301.84046903,-0.29101545,8.44
23.02285202,54.01896745,7.9
122.51337521,-41.1563524,8.0
0.00091185,1.08901332,9.1
101.04577048,8.4179536,9.34
313.16335749,-8.98323782,4.73
4.58983489,49.50977782,7.84
327.03504788,36.58040284,6.25
315.3264619,10.12414317,8.74
318.04064939,-42.05377148,8.33
49.84195489,-17.42424184,8.77
340.75509173,-10.10271078,7.04
227.88380881,-73.15266418,8.5
275.37286063,51.30114427,6.65
187.98865821,-5.78905333,8.45
336.92429368,-58.01254604,8.01
100.6433439,38.89225093,7.04
245.05775991,80.04253963,9.02
349.49944785,9.50343349,7.63
121.13603787,-25.69969807,6.35
321.91039295,-11.66678817,7.03
57.07533696,50.73677203,6.18
185.86259437,63.03341131,8.16
90.51958108,11.65662007,8.44
147.14481913,-22.68012188,8.34
291.66075736,32.34393294,10.28
271.15706077,-40.63754047,7.19
264.54997051,-28.04672468,6.83
199.46061052,-50.19710843,8.3
74.72359711,10.55507138,10.96
315.48466559,27.12993724,9.14
329.19831489,-46.47986535,7.46
160.46925158,-26.04663834,7.36
282.22350087,40.05968916,8.6
86.28785976,-22.26276216,9.32
98.29266641,-38.62514452,6.44
55.35980619,19.38859629,8.09
62.80516825,41.74755834,6.98
248.96593114,1.21213477,9.18
65.92299201,13.82873269,7.55
103.80154569,50.57206711,7.93
106.12501351,41.61706394,9.76
10.05660934,7.78850743,11.49
183.12395425,16.07010897,10.34
24.61484059,13.9283255,8.08
210.71198447,14.27971953,8.98
188.7269318,-67.75688853,6.11
87.09317755,20.86952409,6.03
290.98376264,-59.97266275,8.94
262.88191577,-17.30915809,9.96
321.126418,55.36673913,7.5
232.92790863,-81.30307418,8.97
17.22110876,-4.72246098,7.96
310.58569486,-65.42964981,9.82
268.62425104,-3.46210471,7.32
